Compound_Name,CAS_Number,OECD_442C_DPRA_Depletion_%,OECD_442C_Status,OECD_442D_ARE_Nrf2_Fold,OECD_442E_hCLAT_MFI,InVivo_LLNA_EC3_%
Compound_0990,CAS-102970-0,69.1,Positive (>6.38%),2.72,606.8,5.3
Compound_0991,CAS-102973-1,73.1,Positive (>6.38%),0.87,20.0,5.72
Compound_0992,CAS-102976-2,23.6,Positive (>6.38%),5.05,118.1,6.97
Compound_0993,CAS-102979-3,63.1,Positive (>6.38%),2.13,73.0,3.5
Compound_0994,CAS-102982-4,53.5,Positive (>6.38%),1.3,107.3,11.22
Compound_0995,CAS-102985-5,46.5,Positive (>6.38%),0.8,152.2,13.77
Compound_0996,CAS-102988-6,62.3,Positive (>6.38%),0.87,103.0,8.23
Compound_0997,CAS-102991-7,99.9,Positive (>6.38%),9.54,96.5,5.05
Compound_0998,CAS-102994-8,82.6,Positive (>6.38%),1.16,237.5,1.81
Compound_0999,CAS-102997-9,55.9,Positive (>6.38%),0.8,208.4,20.36
Compound_1000,CAS-103000-0,81.1,Positive (>6.38%),1.98,322.4,1.6
Compound_1001,CAS-103003-1,99.3,Positive (>6.38%),1.17,51.8,1.13
Compound_1002,CAS-103006-2,88.8,Positive (>6.38%),0.8,169.3,2.92
Compound_1003,CAS-103009-3,69.8,Positive (>6.38%),1.25,158.4,0.29
Compound_1004,CAS-103012-4,54.3,Positive (>6.38%),2.51,83.1,19.2
Compound_1005,CAS-103015-5,83.9,Positive (>6.38%),2.57,119.8,4.44
Compound_1006,CAS-103018-6,77.2,Positive (>6.38%),1.41,67.8,4.07
Compound_1007,CAS-103021-7,88.2,Positive (>6.38%),1.9,27.5,5.33
Compound_1008,CAS-103024-8,82.5,Positive (>6.38%),10.78,43.3,3.44
Compound_1009,CAS-103027-9,91.6,Positive (>6.38%),1.52,20.1,0.16
Compound_1010,CAS-103030-0,56.7,Positive (>6.38%),0.96,206.8,4.74
Compound_1011,CAS-103033-1,97.5,Positive (>6.38%),0.89,194.6,6.3
Compound_1012,CAS-103036-2,72.8,Positive (>6.38%),1.96,541.4,2.7
Compound_1013,CAS-103039-3,99.9,Positive (>6.38%),4.56,235.5,7.08
Compound_1014,CAS-103042-4,53.3,Positive (>6.38%),0.8,20.0,1.29
Compound_1015,CAS-103045-5,99.9,Positive (>6.38%),3.95,388.1,1.25
Compound_1016,CAS-103048-6,72.9,Positive (>6.38%),0.8,357.4,0.88
Compound_1017,CAS-103051-7,54.2,Negative,1.74,105.4,2.33
Compound_1018,CAS-103054-8,57.9,Positive (>6.38%),4.79,158.7,9.39
Compound_1019,CAS-103057-9,61.5,Positive (>6.38%),1.32,671.9,8.8
Compound_1020,CAS-103060-0,77.8,Positive (>6.38%),2.65,136.8,2.41
Compound_1021,CAS-103063-1,80.0,Positive (>6.38%),0.8,424.3,4.45
Compound_1022,CAS-103066-2,55.9,Positive (>6.38%),4.34,20.0,6.38
Compound_1023,CAS-103069-3,68.0,Positive (>6.38%),0.8,38.2,1.38
Compound_1024,CAS-103072-4,99.9,Positive (>6.38%),6.13,104.6,0.92
Compound_1025,CAS-103075-5,99.9,Positive (>6.38%),0.8,158.2,17.89
Compound_1026,CAS-103078-6,78.1,Positive (>6.38%),6.64,304.9,4.81
Compound_1027,CAS-103081-7,69.3,Positive (>6.38%),1.39,800.1,19.93
Compound_1028,CAS-103084-8,71.1,Positive (>6.38%),4.1,88.6,2.06
Compound_1029,CAS-103087-9,82.0,Positive (>6.38%),1.23,20.0,6.07
Compound_1030,CAS-103090-0,46.0,Positive (>6.38%),7.56,290.8,1.26
Compound_1031,CAS-103093-1,62.8,Positive (>6.38%),0.8,166.9,1.51
Compound_1032,CAS-103096-2,31.8,Positive (>6.38%),0.8,39.8,3.59
Compound_1033,CAS-103099-3,77.3,Positive (>6.38%),2.17,122.9,1.93
Compound_1034,CAS-103102-4,82.7,Positive (>6.38%),0.8,244.1,0.92
Compound_1035,CAS-103105-5,57.9,Positive (>6.38%),0.8,264.9,1.53
Compound_1036,CAS-103108-6,99.9,Positive (>6.38%),9.21,124.6,0.18
Compound_1037,CAS-103111-7,41.5,Positive (>6.38%),12.0,65.5,6.09
Compound_1038,CAS-103114-8,36.3,Positive (>6.38%),1.51,655.2,3.39
Compound_1039,CAS-103117-9,73.4,Positive (>6.38%),8.22,196.0,0.49
Compound_1040,CAS-103120-0,91.5,Positive (>6.38%),2.52,94.4,0.94
Compound_1041,CAS-103123-1,99.9,Positive (>6.38%),1.01,59.2,0.54
Compound_1042,CAS-103126-2,58.4,Positive (>6.38%),3.88,236.4,4.74
Compound_1043,CAS-103129-3,92.2,Positive (>6.38%),3.44,49.9,0.49
Compound_1044,CAS-103132-4,67.7,Positive (>6.38%),14.47,33.9,7.02
Compound_1045,CAS-103135-5,64.7,Positive (>6.38%),0.99,135.8,0.1
Compound_1046,CAS-103138-6,87.9,Positive (>6.38%),3.57,61.6,1.43
Compound_1047,CAS-103141-7,82.9,Positive (>6.38%),0.8,178.4,11.07
Compound_1048,CAS-103144-8,33.8,Positive (>6.38%),0.8,22.6,6.34
Compound_1049,CAS-103147-9,99.9,Positive (>6.38%),0.8,191.5,0.38
Compound_1050,CAS-103150-0,98.9,Positive (>6.38%),15.5,60.0,8.61
Compound_1051,CAS-103153-1,54.7,Positive (>6.38%),5.19,20.0,3.4
Compound_1052,CAS-103156-2,77.2,Positive (>6.38%),4.94,24.4,9.38
Compound_1053,CAS-103159-3,79.4,Positive (>6.38%),2.28,488.2,4.59
Compound_1054,CAS-103162-4,74.2,Positive (>6.38%),1.14,363.6,5.73
Compound_1055,CAS-103165-5,56.4,Positive (>6.38%),0.8,47.9,25.18
Compound_1056,CAS-103168-6,53.7,Positive (>6.38%),1.07,271.2,1.32
Compound_1057,CAS-103171-7,67.9,Positive (>6.38%),1.51,168.8,4.89
Compound_1058,CAS-103174-8,94.3,Positive (>6.38%),4.52,636.7,3.08
Compound_1059,CAS-103177-9,80.5,Positive (>6.38%),2.48,84.2,0.2
Compound_1060,CAS-103180-0,60.3,Positive (>6.38%),0.8,205.9,0.07
Compound_1061,CAS-103183-1,85.5,Positive (>6.38%),0.8,20.0,0.63
Compound_1062,CAS-103186-2,5.8,Positive (>6.38%),0.8,90.8,5.24
Compound_1063,CAS-103189-3,93.8,Positive (>6.38%),1.69,597.5,4.19
Compound_1064,CAS-103192-4,30.2,Positive (>6.38%),8.66,139.4,4.03
Compound_1065,CAS-103195-5,60.5,Positive (>6.38%),3.25,61.1,0.16
Compound_1066,CAS-103198-6,43.9,Positive (>6.38%),5.18,23.1,3.17
Compound_1067,CAS-103201-7,40.0,Positive (>6.38%),2.01,218.8,12.93
Compound_1068,CAS-103204-8,94.0,Positive (>6.38%),1.44,186.3,2.53
Compound_1069,CAS-103207-9,58.2,Positive (>6.38%),0.8,84.3,4.9
Compound_1070,CAS-103210-0,76.1,Positive (>6.38%),6.68,542.7,7.57
Compound_1071,CAS-103213-1,67.5,Positive (>6.38%),4.89,20.0,7.66
Compound_1072,CAS-103216-2,79.0,Positive (>6.38%),0.8,65.2,3.66
Compound_1073,CAS-103219-3,70.2,Positive (>6.38%),2.3,457.1,9.76
Compound_1074,CAS-103222-4,40.3,Positive (>6.38%),2.14,69.7,2.48
Compound_1075,CAS-103225-5,90.4,Positive (>6.38%),3.14,52.3,10.98
Compound_1076,CAS-103228-6,57.6,Positive (>6.38%),9.35,137.5,1.37
Compound_1077,CAS-103231-7,34.3,Positive (>6.38%),2.77,312.5,1.64
Compound_1078,CAS-103234-8,59.1,Positive (>6.38%),2.49,20.0,0.27
Compound_1079,CAS-103237-9,99.9,Positive (>6.38%),0.8,515.7,7.94
Compound_1080,CAS-103240-0,87.2,Positive (>6.38%),0.8,285.3,2.7
Compound_1081,CAS-103243-1,60.8,Positive (>6.38%),0.8,36.0,1.3
Compound_1082,CAS-103246-2,60.8,Positive (>6.38%),0.8,224.1,1.32
Compound_1083,CAS-103249-3,61.4,Positive (>6.38%),4.35,87.5,11.58
Compound_1084,CAS-103252-4,99.9,Positive (>6.38%),4.11,92.6,8.98
Compound_1085,CAS-103255-5,76.9,Positive (>6.38%),0.8,275.3,4.03
Compound_1086,CAS-103258-6,78.0,Positive (>6.38%),5.79,592.4,4.79
Compound_1087,CAS-103261-7,91.2,Positive (>6.38%),0.8,24.4,3.22
Compound_1088,CAS-103264-8,73.8,Positive (>6.38%),1.15,98.2,2.49
Compound_1089,CAS-103267-9,62.8,Positive (>6.38%),0.92,118.0,12.35
Compound_1090,CAS-103270-0,64.2,Positive (>6.38%),1.49,85.0,0.67
Compound_1091,CAS-103273-1,66.9,Positive (>6.38%),0.94,81.2,2.71
Compound_1092,CAS-103276-2,67.7,Positive (>6.38%),2.15,20.0,2.11
Compound_1093,CAS-103279-3,84.5,Positive (>6.38%),1.67,208.2,3.45
Compound_1094,CAS-103282-4,69.6,Positive (>6.38%),13.79,103.2,3.06
Compound_1095,CAS-103285-5,84.6,Positive (>6.38%),0.8,39.0,3.66
Compound_1096,CAS-103288-6,66.7,Positive (>6.38%),0.8,304.7,0.75
Compound_1097,CAS-103291-7,70.2,Positive (>6.38%),0.8,292.0,3.6
Compound_1098,CAS-103294-8,24.5,Positive (>6.38%),3.15,119.9,1.39
Compound_1099,CAS-103297-9,88.7,Positive (>6.38%),0.8,63.8,1.02
Compound_1100,CAS-103300-0,76.1,Positive (>6.38%),5.79,182.9,0.34
Compound_1101,CAS-103303-1,90.5,Positive (>6.38%),2.3,61.2,7.19
Compound_1102,CAS-103306-2,4.8,Positive (>6.38%),2.4,48.5,2.79
Compound_1103,CAS-103309-3,99.9,Positive (>6.38%),2.64,236.0,4.93
Compound_1104,CAS-103312-4,65.4,Positive (>6.38%),0.8,20.0,6.5
Compound_1105,CAS-103315-5,92.9,Positive (>6.38%),0.8,20.0,5.69
Compound_1106,CAS-103318-6,45.6,Positive (>6.38%),1.23,20.0,3.18
Compound_1107,CAS-103321-7,82.0,Positive (>6.38%),2.88,29.9,2.45
Compound_1108,CAS-103324-8,45.3,Positive (>6.38%),0.8,20.0,2.36
Compound_1109,CAS-103327-9,54.8,Positive (>6.38%),0.8,985.2,5.11
Compound_1110,CAS-103330-0,99.9,Positive (>6.38%),11.23,61.3,3.41
Compound_1111,CAS-103333-1,64.3,Positive (>6.38%),0.8,29.1,9.46
Compound_1112,CAS-103336-2,73.3,Positive (>6.38%),5.19,49.6,10.39
Compound_1113,CAS-103339-3,87.6,Positive (>6.38%),4.96,495.2,0.94
Compound_1114,CAS-103342-4,79.4,Positive (>6.38%),1.13,132.2,0.73
Compound_1115,CAS-103345-5,71.8,Positive (>6.38%),0.8,81.7,4.98
Compound_1116,CAS-103348-6,76.5,Positive (>6.38%),0.8,372.0,1.79
Compound_1117,CAS-103351-7,99.9,Positive (>6.38%),3.83,90.5,0.09
Compound_1118,CAS-103354-8,67.2,Positive (>6.38%),3.29,73.4,10.98
Compound_1119,CAS-103357-9,72.9,Positive (>6.38%),4.89,41.8,1.29
Compound_1120,CAS-103360-0,91.6,Positive (>6.38%),8.87,85.4,13.25
Compound_1121,CAS-103363-1,92.8,Positive (>6.38%),3.77,68.5,6.32
Compound_1122,CAS-103366-2,94.6,Positive (>6.38%),0.8,203.6,7.19
Compound_1123,CAS-103369-3,82.6,Positive (>6.38%),0.89,61.5,1.12
Compound_1124,CAS-103372-4,43.4,Positive (>6.38%),5.91,155.0,1.33
Compound_1125,CAS-103375-5,99.9,Positive (>6.38%),0.8,20.0,3.68
Compound_1126,CAS-103378-6,43.3,Positive (>6.38%),0.8,38.2,0.94
Compound_1127,CAS-103381-7,75.2,Positive (>6.38%),3.89,94.2,1.82
Compound_1128,CAS-103384-8,51.9,Positive (>6.38%),1.65,497.5,1.94
Compound_1129,CAS-103387-9,67.1,Positive (>6.38%),8.08,85.3,0.87
Compound_1130,CAS-103390-0,75.7,Positive (>6.38%),3.36,196.4,1.15
Compound_1131,CAS-103393-1,75.6,Positive (>6.38%),0.8,53.0,7.77
Compound_1132,CAS-103396-2,77.8,Positive (>6.38%),9.45,24.5,0.91
Compound_1133,CAS-103399-3,99.9,Positive (>6.38%),0.96,20.0,0.14
Compound_1134,CAS-103402-4,78.5,Positive (>6.38%),1.32,65.6,4.96
Compound_1135,CAS-103405-5,63.1,Positive (>6.38%),1.65,30.9,18.64
Compound_1136,CAS-103408-6,89.7,Positive (>6.38%),0.8,34.4,2.01
Compound_1137,CAS-103411-7,94.7,Positive (>6.38%),2.2,257.5,0.63
Compound_1138,CAS-103414-8,41.5,Positive (>6.38%),0.8,20.0,4.22
Compound_1139,CAS-103417-9,81.6,Positive (>6.38%),1.64,146.9,11.84
Compound_1140,CAS-103420-0,83.9,Positive (>6.38%),1.38,85.9,7.66
Compound_1141,CAS-103423-1,62.0,Positive (>6.38%),4.74,127.1,4.87
Compound_1142,CAS-103426-2,98.8,Positive (>6.38%),5.2,148.9,1.89
Compound_1143,CAS-103429-3,65.2,Positive (>6.38%),0.8,67.7,3.9
Compound_1144,CAS-103432-4,71.3,Positive (>6.38%),1.46,62.9,0.48
Compound_1145,CAS-103435-5,64.7,Positive (>6.38%),1.5,238.0,5.68
Compound_1146,CAS-103438-6,68.8,Positive (>6.38%),0.8,369.0,6.46
Compound_1147,CAS-103441-7,44.4,Positive (>6.38%),5.13,38.5,16.77
Compound_1148,CAS-103444-8,36.8,Positive (>6.38%),3.93,20.0,1.51
Compound_1149,CAS-103447-9,99.9,Positive (>6.38%),0.8,410.5,0.09
Compound_1150,CAS-103450-0,49.9,Positive (>6.38%),1.46,77.5,3.94
Compound_1151,CAS-103453-1,46.7,Positive (>6.38%),0.8,144.3,6.13
Compound_1152,CAS-103456-2,21.1,Negative,3.17,80.2,7.81
Compound_1153,CAS-103459-3,54.4,Positive (>6.38%),0.8,24.2,1.08
Compound_1154,CAS-103462-4,39.4,Positive (>6.38%),13.64,160.2,1.52
Compound_1155,CAS-103465-5,99.9,Positive (>6.38%),4.86,134.1,3.59
Compound_1156,CAS-103468-6,90.7,Positive (>6.38%),1.58,40.8,2.01
Compound_1157,CAS-103471-7,53.4,Positive (>6.38%),2.77,108.2,9.85
Compound_1158,CAS-103474-8,99.9,Positive (>6.38%),7.75,287.0,3.21
Compound_1159,CAS-103477-9,90.1,Positive (>6.38%),2.58,160.7,8.04
Compound_1160,CAS-103480-0,61.4,Positive (>6.38%),0.8,20.0,4.34
Compound_1161,CAS-103483-1,13.5,Positive (>6.38%),1.52,142.9,7.42
Compound_1162,CAS-103486-2,99.9,Positive (>6.38%),5.93,218.4,2.02
Compound_1163,CAS-103489-3,37.9,Positive (>6.38%),3.31,283.2,8.9
Compound_1164,CAS-103492-4,32.3,Positive (>6.38%),3.37,178.5,1.6
Compound_1165,CAS-103495-5,91.0,Positive (>6.38%),6.45,29.8,3.95
Compound_1166,CAS-103498-6,99.9,Positive (>6.38%),7.18,222.9,1.2
Compound_1167,CAS-103501-7,99.0,Positive (>6.38%),8.07,203.6,3.23
Compound_1168,CAS-103504-8,80.9,Positive (>6.38%),0.8,20.0,1.91
Compound_1169,CAS-103507-9,81.6,Positive (>6.38%),2.51,95.5,1.55
Compound_1170,CAS-103510-0,87.3,Positive (>6.38%),4.32,72.9,17.05
Compound_1171,CAS-103513-1,85.2,Positive (>6.38%),4.53,199.2,0.87
Compound_1172,CAS-103516-2,74.7,Positive (>6.38%),2.99,43.8,7.74
Compound_1173,CAS-103519-3,70.8,Positive (>6.38%),0.8,160.9,20.73
Compound_1174,CAS-103522-4,67.1,Positive (>6.38%),5.11,440.0,0.1
Compound_1175,CAS-103525-5,51.9,Positive (>6.38%),4.07,287.7,6.0
Compound_1176,CAS-103528-6,62.3,Positive (>6.38%),0.8,457.9,1.46
Compound_1177,CAS-103531-7,31.3,Positive (>6.38%),1.99,691.2,0.21
Compound_1178,CAS-103534-8,66.3,Positive (>6.38%),0.8,20.0,2.58
Compound_1179,CAS-103537-9,46.8,Positive (>6.38%),1.32,175.5,13.68
Compound_1180,CAS-103540-0,44.2,Positive (>6.38%),0.8,95.8,0.06
Compound_1181,CAS-103543-1,72.5,Positive (>6.38%),1.64,353.7,4.43
Compound_1182,CAS-103546-2,99.1,Positive (>6.38%),2.55,52.2,3.48
Compound_1183,CAS-103549-3,88.7,Positive (>6.38%),3.09,713.7,10.33
Compound_1184,CAS-103552-4,33.9,Positive (>6.38%),3.49,171.2,0.44
Compound_1185,CAS-103555-5,46.7,Positive (>6.38%),5.79,284.0,5.72
Compound_1186,CAS-103558-6,89.2,Positive (>6.38%),0.8,20.0,5.7
Compound_1187,CAS-103561-7,46.9,Positive (>6.38%),0.8,36.5,5.53
Compound_1188,CAS-103564-8,63.6,Positive (>6.38%),6.1,255.7,14.27
Compound_1189,CAS-103567-9,80.6,Positive (>6.38%),0.8,20.0,8.66
Compound_1190,CAS-103570-0,47.2,Positive (>6.38%),11.77,305.6,0.21
Compound_1191,CAS-103573-1,70.8,Positive (>6.38%),5.92,20.0,3.18
Compound_1192,CAS-103576-2,39.2,Positive (>6.38%),2.22,192.7,2.54
Compound_1193,CAS-103579-3,55.3,Positive (>6.38%),12.75,81.8,1.86
Compound_1194,CAS-103582-4,75.5,Positive (>6.38%),0.8,170.2,3.0
Compound_1195,CAS-103585-5,33.5,Positive (>6.38%),1.16,214.3,2.42
Compound_1196,CAS-103588-6,78.2,Positive (>6.38%),3.25,75.5,2.83
Compound_1197,CAS-103591-7,68.1,Positive (>6.38%),1.38,20.6,19.38
Compound_1198,CAS-103594-8,80.7,Positive (>6.38%),8.44,20.0,0.46
Compound_1199,CAS-103597-9,73.4,Positive (>6.38%),0.8,160.0,12.77
Compound_1200,CAS-103600-0,98.5,Positive (>6.38%),2.55,132.4,3.27
Compound_1201,CAS-103603-1,71.3,Positive (>6.38%),2.86,244.0,4.89
Compound_1202,CAS-103606-2,59.1,Positive (>6.38%),3.38,128.3,8.87
Compound_1203,CAS-103609-3,71.2,Positive (>6.38%),0.94,98.8,2.24
Compound_1204,CAS-103612-4,80.5,Positive (>6.38%),1.45,91.4,2.81
Compound_1205,CAS-103615-5,69.6,Positive (>6.38%),5.94,20.0,2.63
Compound_1206,CAS-103618-6,69.4,Positive (>6.38%),0.8,73.6,2.35
Compound_1207,CAS-103621-7,53.1,Positive (>6.38%),5.61,671.5,12.99
Compound_1208,CAS-103624-8,53.9,Positive (>6.38%),2.65,372.2,8.83
Compound_1209,CAS-103627-9,37.6,Positive (>6.38%),4.6,71.9,0.58
Compound_1210,CAS-103630-0,99.9,Positive (>6.38%),4.0,159.5,0.57
Compound_1211,CAS-103633-1,41.1,Positive (>6.38%),0.8,338.3,2.79
Compound_1212,CAS-103636-2,53.3,Positive (>6.38%),2.69,104.8,0.52
Compound_1213,CAS-103639-3,52.7,Positive (>6.38%),6.47,20.0,4.83
Compound_1214,CAS-103642-4,88.2,Positive (>6.38%),1.81,20.0,0.78
Compound_1215,CAS-103645-5,62.0,Positive (>6.38%),10.88,128.5,3.69
Compound_1216,CAS-103648-6,96.0,Positive (>6.38%),1.93,627.8,0.04
Compound_1217,CAS-103651-7,53.7,Positive (>6.38%),0.8,212.7,1.9
Compound_1218,CAS-103654-8,74.6,Positive (>6.38%),1.58,20.0,5.65
Compound_1219,CAS-103657-9,50.1,Positive (>6.38%),9.7,37.8,3.31
Compound_1220,CAS-103660-0,99.9,Positive (>6.38%),1.23,265.6,19.15
Compound_1221,CAS-103663-1,42.4,Positive (>6.38%),6.48,331.5,10.36
Compound_1222,CAS-103666-2,75.3,Positive (>6.38%),6.82,173.1,2.22
Compound_1223,CAS-103669-3,82.4,Positive (>6.38%),1.38,186.1,0.23
Compound_1224,CAS-103672-4,77.6,Positive (>6.38%),0.8,20.0,9.34
Compound_1225,CAS-103675-5,64.4,Positive (>6.38%),4.13,317.4,12.11
Compound_1226,CAS-103678-6,65.6,Positive (>6.38%),1.19,279.4,8.59
Compound_1227,CAS-103681-7,69.5,Positive (>6.38%),4.89,54.0,0.68
Compound_1228,CAS-103684-8,65.3,Positive (>6.38%),1.87,222.0,30.87
Compound_1229,CAS-103687-9,89.7,Positive (>6.38%),2.13,43.5,1.5
Compound_1230,CAS-103690-0,99.9,Positive (>6.38%),4.81,20.0,6.44
Compound_1231,CAS-103693-1,56.2,Positive (>6.38%),1.54,40.4,11.93
Compound_1232,CAS-103696-2,38.4,Positive (>6.38%),1.87,35.4,1.34
Compound_1233,CAS-103699-3,66.6,Positive (>6.38%),1.51,74.2,11.94
Compound_1234,CAS-103702-4,99.9,Positive (>6.38%),1.47,97.6,1.85
Compound_1235,CAS-103705-5,50.8,Positive (>6.38%),2.39,127.9,18.74
Compound_1236,CAS-103708-6,99.9,Positive (>6.38%),5.29,116.6,1.65
Compound_1237,CAS-103711-7,99.9,Positive (>6.38%),1.44,56.8,15.33
Compound_1238,CAS-103714-8,56.3,Positive (>6.38%),2.38,20.0,0.28
Compound_1239,CAS-103717-9,81.0,Positive (>6.38%),3.55,167.2,6.18
Compound_1240,CAS-103720-0,99.9,Positive (>6.38%),1.0,90.7,3.8
Compound_1241,CAS-103723-1,60.2,Positive (>6.38%),1.04,63.9,3.25
Compound_1242,CAS-103726-2,64.0,Positive (>6.38%),8.67,363.1,1.26
Compound_1243,CAS-103729-3,55.7,Positive (>6.38%),4.11,247.2,6.11
Compound_1244,CAS-103732-4,46.2,Positive (>6.38%),2.75,351.1,1.06
Compound_1245,CAS-103735-5,54.2,Positive (>6.38%),3.34,123.0,4.02
Compound_1246,CAS-103738-6,41.6,Positive (>6.38%),0.8,25.3,1.46
Compound_1247,CAS-103741-7,69.2,Positive (>6.38%),3.08,214.5,15.57
Compound_1248,CAS-103744-8,51.6,Positive (>6.38%),2.28,41.5,0.15
Compound_1249,CAS-103747-9,73.6,Positive (>6.38%),2.53,104.8,1.11
Compound_1250,CAS-103750-0,34.3,Positive (>6.38%),1.43,20.0,1.39
Compound_1251,CAS-103753-1,75.8,Positive (>6.38%),0.8,314.1,2.67
Compound_1252,CAS-103756-2,86.8,Positive (>6.38%),0.8,24.2,1.32
Compound_1253,CAS-103759-3,24.6,Positive (>6.38%),9.63,420.1,3.38
Compound_1254,CAS-103762-4,76.7,Positive (>6.38%),1.68,359.4,10.3
Compound_1255,CAS-103765-5,95.5,Positive (>6.38%),2.01,112.4,6.23
Compound_1256,CAS-103768-6,41.9,Positive (>6.38%),0.8,245.5,4.34
Compound_1257,CAS-103771-7,99.9,Positive (>6.38%),0.8,173.9,0.47
Compound_1258,CAS-103774-8,77.7,Positive (>6.38%),4.04,292.5,5.92
Compound_1259,CAS-103777-9,53.0,Positive (>6.38%),2.47,101.8,0.91
Compound_1260,CAS-103780-0,67.3,Positive (>6.38%),2.27,277.4,7.72
Compound_1261,CAS-103783-1,80.8,Positive (>6.38%),0.89,111.7,1.44
Compound_1262,CAS-103786-2,70.2,Positive (>6.38%),4.37,509.3,2.7
Compound_1263,CAS-103789-3,80.4,Positive (>6.38%),0.8,119.9,2.16
Compound_1264,CAS-103792-4,48.2,Positive (>6.38%),0.8,111.8,9.79
Compound_1265,CAS-103795-5,72.2,Positive (>6.38%),1.98,276.7,0.68
Compound_1266,CAS-103798-6,37.4,Positive (>6.38%),1.08,310.2,4.17
Compound_1267,CAS-103801-7,66.1,Positive (>6.38%),0.91,145.5,0.77
Compound_1268,CAS-103804-8,48.6,Positive (>6.38%),3.32,35.7,6.1
Compound_1269,CAS-103807-9,52.3,Positive (>6.38%),3.37,113.5,11.77
Compound_1270,CAS-103810-0,95.7,Positive (>6.38%),5.57,620.0,2.85
Compound_1271,CAS-103813-1,92.5,Positive (>6.38%),1.73,251.7,3.35
Compound_1272,CAS-103816-2,81.9,Positive (>6.38%),0.8,300.0,13.12
Compound_1273,CAS-103819-3,44.5,Positive (>6.38%),1.02,20.0,3.68
Compound_1274,CAS-103822-4,61.5,Positive (>6.38%),12.52,113.6,3.34
Compound_1275,CAS-103825-5,95.2,Positive (>6.38%),2.9,187.2,4.32
Compound_1276,CAS-103828-6,71.6,Positive (>6.38%),3.96,319.0,5.84
Compound_1277,CAS-103831-7,99.9,Positive (>6.38%),0.8,20.0,0.57
Compound_1278,CAS-103834-8,77.2,Positive (>6.38%),2.34,344.4,8.6
Compound_1279,CAS-103837-9,72.7,Positive (>6.38%),0.8,143.1,2.86
Compound_1280,CAS-103840-0,61.7,Positive (>6.38%),2.69,39.6,0.38
Compound_1281,CAS-103843-1,71.4,Positive (>6.38%),8.11,68.7,7.71
Compound_1282,CAS-103846-2,65.1,Positive (>6.38%),11.06,59.6,2.37
Compound_1283,CAS-103849-3,84.1,Positive (>6.38%),2.49,136.2,0.53
Compound_1284,CAS-103852-4,89.5,Positive (>6.38%),1.96,20.0,5.02
Compound_1285,CAS-103855-5,51.2,Positive (>6.38%),9.28,31.1,10.61
Compound_1286,CAS-103858-6,39.2,Positive (>6.38%),3.58,301.5,10.94
Compound_1287,CAS-103861-7,28.1,Positive (>6.38%),0.8,25.6,15.81
Compound_1288,CAS-103864-8,79.7,Positive (>6.38%),2.01,47.8,10.11
Compound_1289,CAS-103867-9,44.2,Positive (>6.38%),0.88,108.7,0.01
Compound_1290,CAS-103870-0,21.1,Positive (>6.38%),2.03,131.0,2.39
Compound_1291,CAS-103873-1,77.0,Positive (>6.38%),1.95,259.6,8.53
Compound_1292,CAS-103876-2,99.9,Positive (>6.38%),2.79,106.7,2.28
Compound_1293,CAS-103879-3,68.4,Positive (>6.38%),1.41,280.8,4.6
Compound_1294,CAS-103882-4,86.9,Positive (>6.38%),0.8,173.4,4.66
Compound_1295,CAS-103885-5,70.3,Positive (>6.38%),2.24,21.6,2.27
Compound_1296,CAS-103888-6,66.3,Positive (>6.38%),5.67,30.6,11.74
Compound_1297,CAS-103891-7,88.7,Positive (>6.38%),3.49,103.4,3.5
Compound_1298,CAS-103894-8,62.1,Positive (>6.38%),1.32,91.0,3.13
Compound_1299,CAS-103897-9,74.4,Positive (>6.38%),8.77,244.9,29.98
Compound_1300,CAS-103900-0,75.6,Positive (>6.38%),7.78,156.5,3.4
Compound_1301,CAS-103903-1,53.8,Positive (>6.38%),0.8,88.4,0.98
Compound_1302,CAS-103906-2,90.3,Positive (>6.38%),0.8,33.7,3.6
Compound_1303,CAS-103909-3,64.7,Positive (>6.38%),4.33,46.3,8.41
Compound_1304,CAS-103912-4,51.9,Positive (>6.38%),5.63,154.2,7.5
Compound_1305,CAS-103915-5,80.3,Positive (>6.38%),11.0,99.1,7.77
Compound_1306,CAS-103918-6,48.7,Positive (>6.38%),7.06,130.2,6.16
Compound_1307,CAS-103921-7,69.1,Positive (>6.38%),2.94,33.7,1.47
Compound_1308,CAS-103924-8,68.3,Positive (>6.38%),2.42,195.7,9.91
Compound_1309,CAS-103927-9,92.4,Positive (>6.38%),0.8,344.6,11.2
Compound_1310,CAS-103930-0,78.9,Positive (>6.38%),0.91,53.7,1.08
Compound_1311,CAS-103933-1,67.9,Positive (>6.38%),1.97,121.7,0.7
Compound_1312,CAS-103936-2,86.5,Positive (>6.38%),3.17,667.8,18.57
Compound_1313,CAS-103939-3,99.1,Positive (>6.38%),2.61,73.0,10.14
Compound_1314,CAS-103942-4,80.8,Positive (>6.38%),4.34,162.7,11.19
Compound_1315,CAS-103945-5,68.7,Positive (>6.38%),1.05,20.0,10.87
Compound_1316,CAS-103948-6,39.6,Positive (>6.38%),2.66,167.7,3.9
Compound_1317,CAS-103951-7,45.1,Positive (>6.38%),0.8,20.0,5.2
Compound_1318,CAS-103954-8,61.8,Positive (>6.38%),1.71,576.0,3.94
Compound_1319,CAS-103957-9,55.1,Positive (>6.38%),4.44,226.4,0.26
Compound_1320,CAS-103960-0,64.4,Positive (>6.38%),3.78,279.3,6.84
