Compound Name,CAS,Experimental Hazard,Predicted GHS,ED01 (ug/cm2),AD Status
Test_Substance_826,295-47-6,Strong/Extreme Sensitizer (1A),Sub-category 1A,30.89,In-Domain
Test_Substance_827,218-83-8,Moderate/Weak Sensitizer (1B),Sub-category 1B,378.75,In-Domain
Test_Substance_828,869-42-0,Moderate/Weak Sensitizer (1B),Sub-category 1B,311.82,In-Domain
Test_Substance_829,693-52-5,Strong/Extreme Sensitizer (1A),Sub-category 1A,33.94,Out-of-Domain (Expert Review)
Test_Substance_830,506-70-2,Strong/Extreme Sensitizer (1A),Sub-category 1A,27.84,In-Domain
Test_Substance_831,805-52-8,Strong/Extreme Sensitizer (1A),Sub-category 1A,13.09,In-Domain
Test_Substance_832,608-68-3,Moderate/Weak Sensitizer (1B),Sub-category 1B,183.42,In-Domain
Test_Substance_833,88-13-5,Moderate/Weak Sensitizer (1B),Sub-category 1B,285.7,In-Domain
Test_Substance_834,579-62-6,Moderate/Weak Sensitizer (1B),Sub-category 1B,333.58,In-Domain
Test_Substance_835,139-15-5,Moderate/Weak Sensitizer (1B),Sub-category 1B,195.46,In-Domain
Test_Substance_836,656-39-8,Moderate/Weak Sensitizer (1B),Sub-category 1B,410.78,In-Domain
Test_Substance_837,204-48-8,Non-Sensitizer (NC),Not Classified,723.8,In-Domain
Test_Substance_838,796-71-4,Non-Sensitizer (NC),Not Classified,519.46,In-Domain
Test_Substance_839,323-12-6,Moderate/Weak Sensitizer (1B),Sub-category 1B,339.82,In-Domain
Test_Substance_840,413-68-3,Non-Sensitizer (NC),Not Classified,1074.88,In-Domain
Test_Substance_841,71-75-5,Strong/Extreme Sensitizer (1A),Sub-category 1A,13.59,In-Domain
Test_Substance_842,812-25-6,Moderate/Weak Sensitizer (1B),Sub-category 1B,250.48,Out-of-Domain (Expert Review)
Test_Substance_843,314-67-5,Moderate/Weak Sensitizer (1B),Sub-category 1B,149.3,In-Domain
Test_Substance_844,529-68-6,Strong/Extreme Sensitizer (1A),Sub-category 1A,30.42,In-Domain
Test_Substance_845,436-92-2,Moderate/Weak Sensitizer (1B),Sub-category 1B,331.44,Out-of-Domain (Expert Review)
Test_Substance_846,196-76-7,Strong/Extreme Sensitizer (1A),Sub-category 1A,20.19,In-Domain
Test_Substance_847,740-94-2,Strong/Extreme Sensitizer (1A),Sub-category 1A,10.11,In-Domain
Test_Substance_848,545-18-4,Strong/Extreme Sensitizer (1A),Sub-category 1A,28.91,In-Domain
Test_Substance_849,474-31-7,Strong/Extreme Sensitizer (1A),Sub-category 1A,5.35,Out-of-Domain (Expert Review)
Test_Substance_850,257-81-7,Moderate/Weak Sensitizer (1B),Sub-category 1B,253.09,In-Domain
Test_Substance_851,749-35-8,Moderate/Weak Sensitizer (1B),Sub-category 1B,471.62,In-Domain
Test_Substance_852,476-34-1,Strong/Extreme Sensitizer (1A),Sub-category 1A,3.43,In-Domain
Test_Substance_853,364-69-8,Non-Sensitizer (NC),Not Classified,636.8,In-Domain
Test_Substance_854,186-93-0,Strong/Extreme Sensitizer (1A),Sub-category 1A,16.89,In-Domain
Test_Substance_855,567-89-7,Strong/Extreme Sensitizer (1A),Sub-category 1A,49.43,Out-of-Domain (Expert Review)
Test_Substance_856,586-29-5,Moderate/Weak Sensitizer (1B),Sub-category 1B,226.98,In-Domain
Test_Substance_857,862-56-1,Moderate/Weak Sensitizer (1B),Sub-category 1B,143.58,In-Domain
Test_Substance_858,358-35-5,Moderate/Weak Sensitizer (1B),Sub-category 1B,341.39,In-Domain
Test_Substance_859,775-32-7,Non-Sensitizer (NC),Not Classified,1234.86,In-Domain
Test_Substance_860,748-42-2,Non-Sensitizer (NC),Not Classified,1001.36,In-Domain
Test_Substance_861,86-35-2,Moderate/Weak Sensitizer (1B),Sub-category 1B,80.68,In-Domain
Test_Substance_862,894-96-5,Strong/Extreme Sensitizer (1A),Sub-category 1A,21.08,In-Domain
Test_Substance_863,734-55-7,Strong/Extreme Sensitizer (1A),Sub-category 1A,31.82,In-Domain
Test_Substance_864,793-94-8,Strong/Extreme Sensitizer (1A),Sub-category 1A,47.49,In-Domain
Test_Substance_865,392-52-6,Moderate/Weak Sensitizer (1B),Sub-category 1B,209.53,In-Domain
Test_Substance_866,512-30-8,Moderate/Weak Sensitizer (1B),Sub-category 1B,472.41,In-Domain
Test_Substance_867,137-56-7,Strong/Extreme Sensitizer (1A),Sub-category 1A,16.09,In-Domain
Test_Substance_868,396-15-8,Strong/Extreme Sensitizer (1A),Sub-category 1A,23.91,Out-of-Domain (Expert Review)
Test_Substance_869,345-54-0,Non-Sensitizer (NC),Not Classified,1118.66,In-Domain
Test_Substance_870,450-37-8,Strong/Extreme Sensitizer (1A),Sub-category 1A,13.44,In-Domain
Test_Substance_871,380-47-5,Strong/Extreme Sensitizer (1A),Sub-category 1A,16.29,In-Domain
Test_Substance_872,552-33-2,Strong/Extreme Sensitizer (1A),Sub-category 1A,29.45,In-Domain
Test_Substance_873,798-44-0,Moderate/Weak Sensitizer (1B),Sub-category 1B,297.78,In-Domain
Test_Substance_874,540-98-1,Strong/Extreme Sensitizer (1A),Sub-category 1A,1.62,In-Domain
Test_Substance_875,231-82-0,Moderate/Weak Sensitizer (1B),Sub-category 1B,413.8,In-Domain
Test_Substance_876,488-27-1,Moderate/Weak Sensitizer (1B),Sub-category 1B,124.16,In-Domain
Test_Substance_877,119-57-6,Moderate/Weak Sensitizer (1B),Sub-category 1B,317.36,In-Domain
Test_Substance_878,323-69-7,Non-Sensitizer (NC),Not Classified,1659.03,In-Domain
Test_Substance_879,240-49-8,Moderate/Weak Sensitizer (1B),Sub-category 1B,415.36,Out-of-Domain (Expert Review)
Test_Substance_880,192-61-4,Moderate/Weak Sensitizer (1B),Sub-category 1B,182.16,In-Domain
Test_Substance_881,819-22-3,Moderate/Weak Sensitizer (1B),Sub-category 1B,304.11,In-Domain
Test_Substance_882,57-76-8,Non-Sensitizer (NC),Not Classified,1580.26,In-Domain
Test_Substance_883,347-22-3,Strong/Extreme Sensitizer (1A),Sub-category 1A,0.55,In-Domain
Test_Substance_884,122-61-6,Moderate/Weak Sensitizer (1B),Sub-category 1B,353.73,In-Domain
Test_Substance_885,857-73-6,Moderate/Weak Sensitizer (1B),Sub-category 1B,234.87,In-Domain
Test_Substance_886,246-98-1,Strong/Extreme Sensitizer (1A),Sub-category 1A,19.6,In-Domain
Test_Substance_887,714-22-6,Moderate/Weak Sensitizer (1B),Sub-category 1B,74.6,In-Domain
Test_Substance_888,148-91-5,Moderate/Weak Sensitizer (1B),Sub-category 1B,376.78,In-Domain
Test_Substance_889,516-71-7,Moderate/Weak Sensitizer (1B),Sub-category 1B,336.27,In-Domain
Test_Substance_890,596-64-0,Non-Sensitizer (NC),Not Classified,1692.61,In-Domain
Test_Substance_891,354-98-5,Moderate/Weak Sensitizer (1B),Sub-category 1B,338.74,Out-of-Domain (Expert Review)
Test_Substance_892,549-92-0,Strong/Extreme Sensitizer (1A),Sub-category 1A,12.8,In-Domain
Test_Substance_893,595-45-8,Moderate/Weak Sensitizer (1B),Sub-category 1B,436.43,In-Domain
Test_Substance_894,175-34-6,Non-Sensitizer (NC),Not Classified,646.35,In-Domain
Test_Substance_895,164-37-2,Moderate/Weak Sensitizer (1B),Sub-category 1B,340.61,In-Domain
Test_Substance_896,737-30-5,Strong/Extreme Sensitizer (1A),Sub-category 1A,0.75,In-Domain
Test_Substance_897,837-95-6,Moderate/Weak Sensitizer (1B),Sub-category 1B,388.35,In-Domain
Test_Substance_898,361-77-2,Strong/Extreme Sensitizer (1A),Sub-category 1A,35.4,In-Domain
Test_Substance_899,332-10-5,Non-Sensitizer (NC),Not Classified,753.37,Out-of-Domain (Expert Review)
Test_Substance_900,347-42-1,Strong/Extreme Sensitizer (1A),Sub-category 1A,10.13,In-Domain
Test_Substance_901,258-57-4,Moderate/Weak Sensitizer (1B),Sub-category 1B,310.06,In-Domain
Test_Substance_902,660-23-0,Non-Sensitizer (NC),Not Classified,1898.74,In-Domain
Test_Substance_903,551-87-1,Moderate/Weak Sensitizer (1B),Sub-category 1B,112.75,In-Domain
Test_Substance_904,853-17-2,Strong/Extreme Sensitizer (1A),Sub-category 1A,48.09,In-Domain
Test_Substance_905,537-70-3,Moderate/Weak Sensitizer (1B),Sub-category 1B,438.58,In-Domain
Test_Substance_906,285-87-8,Moderate/Weak Sensitizer (1B),Sub-category 1B,489.1,In-Domain
Test_Substance_907,753-34-5,Strong/Extreme Sensitizer (1A),Sub-category 1A,8.79,In-Domain
Test_Substance_908,406-87-8,Strong/Extreme Sensitizer (1A),Sub-category 1A,20.14,In-Domain
Test_Substance_909,806-31-2,Moderate/Weak Sensitizer (1B),Sub-category 1B,236.87,In-Domain
Test_Substance_910,322-89-6,Non-Sensitizer (NC),Not Classified,1779.88,In-Domain
Test_Substance_911,439-90-6,Non-Sensitizer (NC),Not Classified,1269.36,In-Domain
Test_Substance_912,868-46-7,Non-Sensitizer (NC),Not Classified,889.48,Out-of-Domain (Expert Review)
Test_Substance_913,661-95-5,Moderate/Weak Sensitizer (1B),Sub-category 1B,437.95,In-Domain
Test_Substance_914,658-27-6,Non-Sensitizer (NC),Not Classified,751.81,In-Domain
Test_Substance_915,309-91-0,Non-Sensitizer (NC),Not Classified,1145.86,In-Domain
Test_Substance_916,631-71-1,Non-Sensitizer (NC),Not Classified,665.99,Out-of-Domain (Expert Review)
Test_Substance_917,62-65-1,Strong/Extreme Sensitizer (1A),Sub-category 1A,9.9,Out-of-Domain (Expert Review)
Test_Substance_918,238-51-0,Moderate/Weak Sensitizer (1B),Sub-category 1B,382.62,In-Domain
Test_Substance_919,811-67-3,Non-Sensitizer (NC),Not Classified,1799.07,Out-of-Domain (Expert Review)
Test_Substance_920,345-79-5,Non-Sensitizer (NC),Not Classified,1224.9,In-Domain
Test_Substance_921,412-38-4,Non-Sensitizer (NC),Not Classified,1829.77,In-Domain
Test_Substance_922,347-60-7,Moderate/Weak Sensitizer (1B),Sub-category 1B,436.46,In-Domain
Test_Substance_923,889-74-5,Non-Sensitizer (NC),Not Classified,1006.06,In-Domain
Test_Substance_924,132-95-8,Strong/Extreme Sensitizer (1A),Sub-category 1A,12.06,In-Domain
Test_Substance_925,583-84-3,Strong/Extreme Sensitizer (1A),Sub-category 1A,21.16,In-Domain
Test_Substance_926,592-39-1,Non-Sensitizer (NC),Not Classified,1606.14,In-Domain
Test_Substance_927,256-65-5,Strong/Extreme Sensitizer (1A),Sub-category 1A,15.25,In-Domain
Test_Substance_928,531-44-1,Moderate/Weak Sensitizer (1B),Sub-category 1B,177.7,In-Domain
Test_Substance_929,370-60-0,Strong/Extreme Sensitizer (1A),Sub-category 1A,41.15,In-Domain
Test_Substance_930,110-63-7,Strong/Extreme Sensitizer (1A),Sub-category 1A,43.05,In-Domain
Test_Substance_931,753-52-0,Strong/Extreme Sensitizer (1A),Sub-category 1A,6.22,In-Domain
Test_Substance_932,376-88-1,Non-Sensitizer (NC),Not Classified,1832.3,In-Domain
Test_Substance_933,376-28-1,Moderate/Weak Sensitizer (1B),Sub-category 1B,227.05,In-Domain
Test_Substance_934,887-31-8,Strong/Extreme Sensitizer (1A),Sub-category 1A,15.86,In-Domain
Test_Substance_935,247-92-1,Moderate/Weak Sensitizer (1B),Sub-category 1B,120.18,In-Domain
Test_Substance_936,510-16-0,Strong/Extreme Sensitizer (1A),Sub-category 1A,9.71,In-Domain
Test_Substance_937,234-78-1,Strong/Extreme Sensitizer (1A),Sub-category 1A,9.37,In-Domain
Test_Substance_938,680-89-2,Non-Sensitizer (NC),Not Classified,663.11,In-Domain
Test_Substance_939,218-50-6,Moderate/Weak Sensitizer (1B),Sub-category 1B,136.49,In-Domain
Test_Substance_940,92-16-8,Non-Sensitizer (NC),Not Classified,1738.93,In-Domain
Test_Substance_941,152-19-6,Moderate/Weak Sensitizer (1B),Sub-category 1B,191.24,In-Domain
Test_Substance_942,258-83-2,Non-Sensitizer (NC),Not Classified,1533.25,In-Domain
Test_Substance_943,105-89-8,Strong/Extreme Sensitizer (1A),Sub-category 1A,15.34,In-Domain
Test_Substance_944,881-68-1,Moderate/Weak Sensitizer (1B),Sub-category 1B,391.71,In-Domain
Test_Substance_945,62-24-8,Moderate/Weak Sensitizer (1B),Sub-category 1B,220.26,In-Domain
Test_Substance_946,764-83-8,Moderate/Weak Sensitizer (1B),Sub-category 1B,61.5,In-Domain
Test_Substance_947,478-97-7,Moderate/Weak Sensitizer (1B),Sub-category 1B,158.44,In-Domain
Test_Substance_948,874-11-8,Strong/Extreme Sensitizer (1A),Sub-category 1A,27.43,In-Domain
Test_Substance_949,322-59-7,Strong/Extreme Sensitizer (1A),Sub-category 1A,40.71,In-Domain
Test_Substance_950,201-83-0,Moderate/Weak Sensitizer (1B),Sub-category 1B,158.17,In-Domain
Test_Substance_951,131-26-8,Strong/Extreme Sensitizer (1A),Sub-category 1A,8.73,In-Domain
Test_Substance_952,453-56-8,Non-Sensitizer (NC),Not Classified,672.45,Out-of-Domain (Expert Review)
Test_Substance_953,296-28-3,Moderate/Weak Sensitizer (1B),Sub-category 1B,274.69,In-Domain
Test_Substance_954,482-91-4,Moderate/Weak Sensitizer (1B),Sub-category 1B,361.17,In-Domain
Test_Substance_955,637-58-7,Strong/Extreme Sensitizer (1A),Sub-category 1A,45.9,In-Domain
Test_Substance_956,404-81-3,Moderate/Weak Sensitizer (1B),Sub-category 1B,245.22,In-Domain
Test_Substance_957,457-70-5,Non-Sensitizer (NC),Not Classified,1402.12,In-Domain
Test_Substance_958,513-25-7,Moderate/Weak Sensitizer (1B),Sub-category 1B,73.16,In-Domain
Test_Substance_959,385-80-8,Non-Sensitizer (NC),Not Classified,1035.54,In-Domain
Test_Substance_960,210-35-8,Strong/Extreme Sensitizer (1A),Sub-category 1A,6.09,In-Domain
Test_Substance_961,814-35-1,Moderate/Weak Sensitizer (1B),Sub-category 1B,147.29,In-Domain
Test_Substance_962,605-42-7,Moderate/Weak Sensitizer (1B),Sub-category 1B,263.85,In-Domain
Test_Substance_963,865-49-1,Moderate/Weak Sensitizer (1B),Sub-category 1B,350.06,In-Domain
Test_Substance_964,386-57-1,Strong/Extreme Sensitizer (1A),Sub-category 1A,18.22,In-Domain
Test_Substance_965,317-49-1,Strong/Extreme Sensitizer (1A),Sub-category 1A,36.54,In-Domain
Test_Substance_966,605-15-3,Non-Sensitizer (NC),Not Classified,1127.49,In-Domain
Test_Substance_967,783-60-7,Strong/Extreme Sensitizer (1A),Sub-category 1A,16.73,In-Domain
Test_Substance_968,204-62-4,Moderate/Weak Sensitizer (1B),Sub-category 1B,434.56,In-Domain
Test_Substance_969,241-12-4,Non-Sensitizer (NC),Not Classified,1771.34,In-Domain
Test_Substance_970,142-79-0,Moderate/Weak Sensitizer (1B),Sub-category 1B,290.95,In-Domain
Test_Substance_971,471-81-7,Moderate/Weak Sensitizer (1B),Sub-category 1B,386.63,In-Domain
Test_Substance_972,827-21-5,Non-Sensitizer (NC),Not Classified,959.47,In-Domain
Test_Substance_973,683-26-0,Moderate/Weak Sensitizer (1B),Sub-category 1B,166.58,Out-of-Domain (Expert Review)
Test_Substance_974,565-51-1,Non-Sensitizer (NC),Not Classified,1717.38,In-Domain
Test_Substance_975,246-28-1,Moderate/Weak Sensitizer (1B),Sub-category 1B,327.78,In-Domain
Test_Substance_976,686-60-8,Strong/Extreme Sensitizer (1A),Sub-category 1A,36.2,In-Domain
Test_Substance_977,700-62-3,Moderate/Weak Sensitizer (1B),Sub-category 1B,270.45,In-Domain
Test_Substance_978,526-85-5,Strong/Extreme Sensitizer (1A),Sub-category 1A,40.36,In-Domain
Test_Substance_979,527-48-3,Non-Sensitizer (NC),Not Classified,1707.69,In-Domain
Test_Substance_980,471-47-5,Non-Sensitizer (NC),Not Classified,1253.61,In-Domain
Test_Substance_981,495-15-0,Non-Sensitizer (NC),Not Classified,974.06,In-Domain
Test_Substance_982,169-81-4,Moderate/Weak Sensitizer (1B),Sub-category 1B,78.49,In-Domain
Test_Substance_983,850-68-1,Moderate/Weak Sensitizer (1B),Sub-category 1B,326.42,In-Domain
Test_Substance_984,865-51-8,Strong/Extreme Sensitizer (1A),Sub-category 1A,5.75,In-Domain
Test_Substance_985,892-32-1,Non-Sensitizer (NC),Not Classified,593.01,In-Domain
Test_Substance_986,848-73-6,Moderate/Weak Sensitizer (1B),Sub-category 1B,241.29,In-Domain
Test_Substance_987,278-93-2,Moderate/Weak Sensitizer (1B),Sub-category 1B,429.81,In-Domain
Test_Substance_988,815-97-7,Non-Sensitizer (NC),Not Classified,1019.36,In-Domain
Test_Substance_989,485-58-1,Strong/Extreme Sensitizer (1A),Sub-category 1A,18.66,In-Domain
Test_Substance_990,857-98-3,Non-Sensitizer (NC),Not Classified,1797.62,In-Domain
Test_Substance_991,328-63-0,Non-Sensitizer (NC),Not Classified,1527.79,In-Domain
Test_Substance_992,579-66-4,Strong/Extreme Sensitizer (1A),Sub-category 1A,21.25,In-Domain
Test_Substance_993,308-67-1,Strong/Extreme Sensitizer (1A),Sub-category 1A,3.66,In-Domain
Test_Substance_994,307-16-7,Strong/Extreme Sensitizer (1A),Sub-category 1A,48.2,In-Domain
Test_Substance_995,378-41-4,Moderate/Weak Sensitizer (1B),Sub-category 1B,65.94,In-Domain
Test_Substance_996,218-62-1,Moderate/Weak Sensitizer (1B),Sub-category 1B,136.46,In-Domain
Test_Substance_997,465-24-3,Non-Sensitizer (NC),Not Classified,1214.54,In-Domain
Test_Substance_998,75-70-4,Non-Sensitizer (NC),Not Classified,1211.29,In-Domain
Test_Substance_999,268-49-6,Non-Sensitizer (NC),Not Classified,1175.47,In-Domain
Test_Substance_1000,665-89-4,Non-Sensitizer (NC),Not Classified,1012.86,In-Domain
Test_Substance_1001,305-18-4,Moderate/Weak Sensitizer (1B),Sub-category 1B,54.05,In-Domain
Alpha-Hexylcinnamaldehyde Custom,101-86-5,Moderate Sensitizer (1B),Sub-category 1B,75.4,In-Domain
